"id","role_num","club_id","user_id"
"133","2","7","166488"
"134","2","2","107170"
"135","3","3","23033"
"136","2","3","262398"
"137","3","1","18602"
"138","3","8","85947"
"139","2","1","246569"
"140","1","8","104346"
"141","1","10","1300"
"142","3","3","85894"
"143","3","10","258522"
"144","1","7","216027"
"145","2","6","236244"
"146","1","6","159411"
"147","1","5","185937"
"148","2","7","74165"
"149","1","3","23033"
"150","3","7","140025"
"151","1","6","238936"
"152","1","1","151228"
"153","2","3","141689"
"154","2","9","1300"
"155","2","4","254098"
"156","3","9","25309"
"157","1","10","13989"
"158","1","10","65828"
"159","2","3","190651"
"160","2","1","116342"
"161","3","7","201674"
"162","1","10","157079"
"163","1","3","135017"
"164","1","3","163151"
"165","3","1","43555"
"166","2","8","98777"
"167","2","5","67874"
"168","3","3","119789"
"169","2","4","228613"
"170","3","7","125907"
"171","1","8","173026"
"172","1","4","33956"
"173","3","4","51695"
"174","3","5","159411"
"175","2","3","251915"
"176","3","2","175095"
"177","2","5","80920"
"178","1","7","153547"
"179","2","3","79863"
"180","2","6","206845"
"181","3","8","10319"
"182","3","8","224260"
"183","3","9","39275"
"184","3","7","120345"
"185","3","8","135574"
"186","1","3","10319"
"187","3","7","175303"
"188","3","1","143396"
"189","1","1","107170"
"190","3","8","233342"
"191","3","8","185574"
"192","2","8","141308"
"193","1","1","98584"
"194","3","10","189767"
"195","1","9","85894"
"196","2","10","186796"
"197","2","5","144369"
"198","2","1","201674"
"199","2","7","147715"
"200","3","1","120642"
"201","2","5","251752"
"202","3","7","98057"
"203","2","10","15947"
"204","1","7","104159"
"205","2","8","68739"
"206","1","4","107170"
"207","3","3","247351"
"208","3","7","222996"
"209","2","8","256334"
"210","1","9","79766"
"211","3","8","118668"
"212","3","4","143396"
"213","1","1","85894"
"214","3","4","119919"
"215","3","10","129053"
"216","3","4","43555"
"217","1","2","79159"
"218","1","2","149144"
"219","3","6","190294"
"220","3","5","125907"
"221","3","10","10787"
"222","2","2","268904"
"223","3","6","251915"
"224","3","9","185486"
"225","3","8","262398"
"226","2","5","159411"
"227","1","10","140025"
"228","2","4","98777"
"229","2","9","72673"
"230","3","3","144369"
"231","2","6","94392"
"232","3","5","147332"
"233","3","5","247038"
"234","2","7","67874"
"235","2","10","11909"
"236","1","2","14457"
"237","1","1","112726"
"238","3","3","247351"
"239","3","9","112726"
"240","2","5","75911"
"241","3","2","271069"
"242","3","10","23128"
"243","3","9","193643"
"244","1","5","106813"
"245","2","1","25628"
"246","2","1","106813"
"247","1","1","79766"
"248","3","5","141253"
"249","1","10","61447"
"250","3","10","185937"
"251","2","2","231775"
"252","2","2","96729"
"253","2","10","144369"
"254","2","4","107434"
"255","2","1","67055"
"256","1","2","125995"
"257","3","6","125907"
"258","1","7","57890"
"259","3","4","209352"
"260","3","3","25896"
"261","2","9","98584"
"262","1","6","200884"
"263","3","5","79766"
"264","2","4","105567"
"265","3","1","134083"
"266","1","7","276353"
"267","2","6","6326"
"268","1","3","10787"
"269","2","1","9274"
"270","1","4","214054"
"271","1","8","255978"
"272","1","4","219065"
"273","2","6","31636"
"274","1","3","188226"
"275","2","8","173026"
"276","3","1","216267"
"277","3","1","243694"
"278","2","4","217074"
"279","2","9","265846"
"280","2","7","25248"
"281","1","8","23033"
"282","3","6","141689"
"283","2","8","153627"
"284","1","4","151472"
"285","3","4","219065"
"286","3","2","233342"
"287","3","10","274758"
"288","3","8","109049"
"289","2","9","241265"
"290","3","8","80920"
"291","2","2","30571"
"292","2","6","27401"
"293","3","6","167497"
"294","3","5","102602"
"295","2","10","11957"
"296","1","6","14331"
"297","1","9","247631"
"298","1","2","98777"
"299","1","4","262398"
"300","2","1","35301"
"301","3","2","72779"
"302","3","5","91731"
"303","2","2","215620"
"304","1","1","32963"
"305","3","6","35729"
"306","3","4","72874"
"307","1","2","176059"
"308","3","10","137951"
"309","3","9","6845"
"310","2","3","25309"
"311","1","6","153547"
"312","3","4","75911"
"313","1","8","89301"
"314","3","3","198202"
"315","2","2","125995"
"316","1","1","229940"
"317","3","6","72722"
"318","2","8","31636"
"319","1","10","4653"
"320","3","5","39183"
"321","1","9","148331"
"322","2","8","29160"
"323","3","1","67255"
"324","2","9","145929"
"325","3","9","189374"
"326","3","9","32963"
"327","2","1","274513"
"328","1","2","83586"
"329","1","10","221336"
"330","3","5","105567"
"331","1","10","9474"
"332","1","4","128986"
"333","2","5","258855"
"334","2","7","113322"
"335","2","10","200845"
"336","2","6","246533"
"337","1","9","42620"
"338","2","2","49144"
"339","2","7","230729"
"340","1","6","71041"
"341","2","9","201674"
"342","2","10","261990"
"343","1","4","216085"
"344","3","3","165112"
"345","3","1","91136"
"346","1","2","268904"
"347","2","7","185574"
"348","1","6","46648"
"349","1","7","125995"
"350","1","5","23434"
"351","2","3","181606"
"352","3","7","13989"
"353","3","2","46648"
"354","2","4","33572"
"355","1","2","230729"
"356","1","2","130662"
"357","3","4","146689"
"358","1","2","265061"
"359","1","4","135017"
"360","2","7","125995"
"361","3","5","98584"
"362","3","1","256334"
"363","2","2","191563"
"364","3","10","72874"
"365","1","2","146689"
"366","3","7","105567"
"367","1","9","241078"
"368","1","7","72418"
"369","3","6","147233"
"370","2","6","175905"
"371","3","9","81515"
"372","3","10","270780"
"373","1","10","3076"
"374","3","2","12521"
"375","1","10","149517"
"376","2","10","252505"
"377","1","2","57376"
"378","1","7","100460"
"379","3","3","159662"
"380","3","10","152988"
"381","2","6","100702"
"382","1","3","189767"
"383","3","7","16241"
"384","3","9","45304"
"385","2","7","161291"
"386","2","7","118668"
"387","1","5","167831"
"388","1","6","235752"
"389","2","10","248265"
"390","3","2","11163"
"391","3","5","33778"
"392","3","2","143396"
"393","2","10","8054"
"394","2","4","142685"
"395","1","6","94752"
"396","1","10","271926"
"397","1","10","25896"
"398","2","2","238936"
"399","3","10","152276"
"400","3","5","116635"
"401","2","4","272914"
"402","3","3","125995"
"403","3","2","114178"
"404","3","9","30571"
"405","3","4","104159"
"406","1","10","16361"
"407","1","5","9474"
"408","1","1","216249"
"409","3","1","167831"
"410","1","4","175303"
"411","3","4","215608"
"412","2","9","163151"
"413","2","7","224260"
"414","1","6","251101"
"415","2","2","162893"
"416","1","8","89871"
"417","1","5","105365"
"418","2","5","148331"
"419","3","9","196515"
"420","1","2","190651"
"421","1","3","149480"
"422","2","4","159411"
"423","2","6","118668"
"424","1","6","79766"
"425","3","3","254098"
"426","3","10","20365"
"427","3","2","159662"
"428","1","2","7862"
"429","2","2","62235"
"430","1","1","234927"
"431","3","2","166804"
"432","1","1","162185"
"433","1","6","175924"
"434","2","4","147327"
"435","3","8","78"
"436","1","3","188398"
"437","1","1","9466"
"438","3","6","166642"
"439","1","5","189767"
"440","3","9","276432"
"441","1","1","155777"
"442","3","6","109190"
"443","1","7","116070"
"444","2","7","166488"
"445","2","1","246569"
"446","1","10","269959"
"447","2","4","189767"
"448","2","7","103452"
"449","2","10","29160"
"450","2","6","105567"
"451","3","3","151202"
"452","3","5","10291"
"453","2","8","25248"
"454","1","5","151228"
"455","3","9","233342"
"456","3","7","26654"
"457","1","6","275823"
"458","2","10","128986"
"459","1","6","108824"
"460","1","4","35729"
"461","1","8","77504"
"462","3","3","15232"
"463","3","5","88480"
"464","3","7","116342"
"465","1","4","118668"
"466","3","2","157143"
"467","1","5","98343"
"468","1","9","12099"
"469","3","10","189374"
"470","2","3","80389"
"471","1","6","172180"
"472","1","2","161250"
"473","1","2","119919"
"474","2","5","248294"
"475","1","5","159411"
"476","1","8","247038"
"477","2","5","68909"
"478","2","7","94783"
"479","1","5","249795"
"480","3","6","186796"
"481","3","3","151228"
"482","2","3","15947"
"483","1","10","65333"
"484","3","10","60471"
"485","2","9","242322"
"486","1","9","275823"
"487","1","6","155777"
"488","2","6","150887"
"489","1","10","255048"
"490","3","3","72384"
"491","2","10","128231"
"492","1","5","216027"
"493","3","6","81515"
"494","3","3","153627"
"495","2","2","104214"
"496","2","10","72722"
"497","2","8","216249"
"498","2","2","144369"
"499","2","2","185348"
"500","2","2","245875"
