id,role_num,club_id,user_id
414,2,54,136986
415,3,60,150817
416,2,302,7715
417,3,134,4937
418,2,88,123489
419,2,38,236601
420,3,337,145389
421,3,244,233486
422,2,31,73227
423,3,254,11592
424,1,212,127678
425,1,254,139180
426,2,99,218241
427,2,8,165728
428,1,337,84005
429,3,421,37514
430,1,489,8262
431,2,116,262685
432,2,338,269222
433,2,342,270182
434,1,152,256481
435,3,464,211141
436,2,401,181923
437,2,253,5838
438,2,36,179526
439,3,298,148315
440,3,325,30575
441,2,221,214987
442,2,204,205676
443,3,389,130584
444,1,298,206852
445,2,241,91480
446,2,284,234609
447,3,352,175179
448,3,35,49729
449,1,56,52251
450,1,1,235707
451,3,358,4743
452,2,79,85787
453,2,143,184841
454,3,146,69832
455,1,186,15820
456,3,434,129799
457,3,334,269818
458,1,367,131811
459,2,278,126791
460,1,253,152312
461,3,410,58902
462,1,226,164107
463,1,275,214413
464,2,86,6116
465,2,4,119585
466,3,15,245971
467,1,213,209463
468,2,344,269185
469,1,33,241947
470,2,232,261473
471,1,255,191864
472,3,254,122831
473,1,459,227277
474,1,313,81347
475,1,448,36273
476,1,400,138787
477,1,285,70438
478,3,441,120063
479,1,155,16628
480,2,469,155603
481,2,49,161047
482,1,122,44443
483,3,199,259561
484,3,217,209579
485,1,165,121024
486,1,15,154376
487,1,76,188091
488,1,121,32059
489,2,214,51789
490,2,433,273929
491,1,404,129637
492,2,161,189504
493,1,62,80368
494,2,196,64939
495,3,397,116942
496,2,181,104094
497,2,162,192561
498,1,468,274503
499,1,150,277133
500,1,435,125598
501,2,149,233377
502,3,75,122746
503,1,292,120052
504,1,395,186732
505,3,303,263005
506,2,270,248047
507,1,283,141096
508,3,369,130415
509,3,79,45980
510,3,113,201488
511,2,234,158939
512,3,153,144500
513,3,120,116634
514,1,497,165474
515,2,460,251773
516,3,272,111271
517,2,194,14478
518,2,167,94838
519,1,55,146715
520,2,123,39095
521,1,202,68118
522,3,182,19412
523,3,440,74523
524,1,391,229525
525,1,319,263011
526,3,179,65793
527,1,388,93922
528,2,258,83475
529,1,63,66769
530,3,450,69841
531,1,426,269329
532,1,276,166197
533,2,326,30993
534,1,177,166054
535,2,92,73526
536,2,161,277499
537,2,489,242301
538,3,302,231506
539,1,311,17947
540,3,483,124353
541,1,408,199370
542,2,126,74229
543,3,138,62854
544,1,231,226869
545,1,110,70103
546,2,489,106156
547,3,203,114582
548,3,298,235204
549,3,133,172683
550,3,188,174089
551,3,100,124950
552,3,96,209810
553,1,385,177130
554,3,440,161919
555,1,28,149686
556,3,287,49066
557,3,195,79644
558,3,498,232561
559,3,194,102027
560,1,211,234267
561,1,97,81550
562,2,1,268500
563,1,112,221751
564,1,325,154920
565,3,163,103805
566,3,474,4948
567,1,227,103031
568,2,371,248062
569,1,310,136866
570,2,436,125202
571,3,93,157696
572,3,263,48348
573,1,221,106444
574,2,278,30480
575,3,343,254654
576,2,413,168498
577,3,298,13604
578,3,377,120688
579,1,363,22699
580,1,363,85248
581,1,395,105220
582,1,454,255461
583,3,404,276559
584,1,183,73839
585,2,195,165208
586,2,129,229039
587,3,130,213101
588,2,418,3045
589,2,263,150968
590,1,371,220479
591,3,58,123358
592,3,486,119541
593,1,137,106774
594,2,85,154199
595,3,301,216272
596,1,270,130890
597,1,46,90046
598,2,462,114999
599,1,378,122240
600,3,351,96472
601,2,274,83277
602,1,65,174269
603,2,19,71137
604,2,181,22135
605,2,446,10126
606,3,293,45516
607,2,392,47041
608,3,227,212488
609,3,470,188504
610,1,121,99422
611,1,116,86790
612,2,210,49626
613,3,416,50578
614,2,485,68379
615,1,147,14598
616,1,160,56781
617,3,70,182697
618,1,2,74387
619,1,49,64349
620,2,405,26954
621,3,140,184336
622,2,202,252388
623,3,131,58017
624,3,290,189096
625,2,296,222672
626,3,422,163876
627,2,401,124403
628,3,69,273355
629,1,349,241274
630,1,500,91389
631,1,307,115335
632,3,248,24671
633,2,312,33183
634,1,276,51523
635,2,46,165280
636,3,133,209948
637,3,305,180237
638,3,141,83148
639,2,147,183524
640,2,247,97607
641,3,324,106837
642,3,462,260648
643,2,76,272455
644,3,70,182379
645,2,494,247787
646,3,89,236177
647,3,8,133546
648,3,69,226447
649,2,466,118353
650,1,115,13803
651,3,11,198521
652,3,218,234803
653,2,292,214203
654,1,213,236353
655,2,499,40112
656,3,292,266822
657,2,424,124759
658,1,197,210348
659,1,99,145428
660,1,120,264391
661,3,139,114350
662,3,187,54710
663,2,61,72445
664,2,130,936
665,3,43,272749
666,3,4,276712
667,1,136,171714
668,1,281,167984
669,3,388,46945
670,3,123,50329
671,3,25,6470
672,3,384,58946
673,1,429,265171
674,1,496,131994
675,3,231,188888
676,1,195,123223
677,1,483,1095
678,1,195,115582
679,1,449,209782
680,3,323,236764
681,2,45,54279
682,2,443,110120
683,2,285,99563
684,1,391,120272
685,3,376,121484
686,1,23,61567
687,2,241,231329
688,2,399,244246
689,1,166,100499
690,3,422,232769
691,3,393,236171
692,2,342,259876
693,3,307,98454
694,2,283,213315
695,3,12,219473
696,2,71,30201
697,2,97,79481
698,3,416,28276
699,1,5,106586
700,1,96,112431
701,2,407,147408
702,3,420,41411
703,2,390,63514
704,3,153,3088
705,2,199,209771
706,2,202,188427
707,3,22,3129
708,3,415,143653
709,1,209,254649
710,1,207,96700
711,1,66,72838
712,1,348,170502
713,3,47,55401
714,3,339,56268
715,1,47,72292
716,2,406,222279
717,3,63,240138
718,2,470,90125
719,3,171,167466
720,2,27,244473
721,1,168,212623
722,1,75,116363
723,1,249,278226
724,1,479,240855
725,2,114,236992
726,2,496,201037
727,2,353,79076
728,3,258,223517
729,3,357,59503
730,3,470,5860
731,1,424,230982
732,3,463,161136
733,1,327,176372
734,1,464,251353
735,1,26,132789
736,1,12,49025
737,1,236,217626
738,3,425,120722
739,1,243,185588
740,1,95,87617
741,3,139,147112
742,3,419,53070
743,3,23,217464
744,1,140,45569
745,2,95,112381
746,3,271,168115
747,3,465,221435
748,2,64,103419
749,2,484,240551
750,2,247,41372
751,2,272,196994
752,3,293,86762
753,1,304,232953
754,3,269,111463
755,3,207,165474
756,2,497,270070
757,2,95,229940
758,3,32,135413
759,1,152,190406
760,2,202,87554
761,1,143,162315
762,1,228,234883
763,2,448,8497
764,3,92,39406
765,2,233,226602
766,3,486,96027
767,2,287,6248
768,1,364,273457
769,3,155,258687
770,3,194,31752
771,1,160,111919
772,1,43,188143
773,3,262,259394
774,1,46,273616
775,1,453,244724
776,3,220,69016
777,2,193,143861
778,1,473,42824
779,3,493,159471
780,1,64,130581
781,2,211,181247
782,1,83,205169
783,2,296,140879
784,3,299,15066
785,3,318,59042
786,1,480,4503
787,1,64,201819
788,1,14,119405
789,3,172,131649
790,1,454,107198
791,1,259,232058
792,3,254,211289
793,2,256,169328
794,3,279,34901
795,1,77,84925
796,2,245,259701
797,2,277,149883
798,1,313,104871
799,2,168,248896
800,1,248,272063
801,1,491,169013
802,3,165,243717
803,1,264,36400
804,1,284,172352
805,2,416,269072
806,3,359,199537
807,2,57,113966
808,1,81,94711
809,3,187,55896
810,3,344,24628
811,3,482,70169
812,3,64,41590
813,3,222,6057
814,1,288,92747
815,3,442,191810
816,1,7,265888
817,1,85,262652
818,1,308,25389
819,2,425,46643
820,1,421,205546
821,3,397,252978
822,3,313,154289
823,2,490,130324
824,2,41,273010
825,1,238,69793
826,2,422,69568
827,3,458,249319
828,1,120,267878
829,3,117,26509
830,2,161,214215
831,2,246,261324
832,2,149,26398
833,1,188,4422
834,3,428,118224
835,1,260,219879
836,2,30,222387
837,1,201,269475
838,2,286,87257
839,3,220,138805
840,1,497,82447
841,3,317,99079
842,2,255,161818
843,1,315,203909
844,1,148,34057
845,3,189,271368
846,1,135,32989
847,3,36,235563
848,3,264,52814
849,3,129,61731
850,1,37,274117
851,3,419,173864
852,2,328,213262
853,1,98,59428
854,2,324,130725
855,2,23,236988
856,3,372,16097
857,3,125,12102
858,3,110,40348
859,1,303,90003
860,3,228,241997
861,1,253,212621
862,1,262,54916
863,1,22,57908
864,3,222,117987
865,2,323,260783
866,2,251,172840
867,1,269,206380
868,3,264,56651
869,2,233,124211
870,1,73,275590
871,2,3,194191
872,1,316,192264
873,1,359,202666
874,2,343,113326
875,3,138,213309
876,1,443,45650
877,2,450,181004
878,1,484,131113
879,1,56,90889
880,3,443,12120
881,3,270,127033
882,3,155,63428
883,1,246,183271
884,3,366,263320
885,2,183,246895
886,3,69,131094
887,2,96,179035
888,1,287,269014
889,1,438,236922
890,3,133,46939
891,1,350,140965
892,2,234,82114
893,1,256,209544
894,1,499,239525
895,1,298,219410
896,2,342,34989
897,1,366,262026
898,2,31,117561
899,1,250,39191
900,2,368,68232
901,1,227,266866
902,2,435,61166
903,1,25,229454
904,2,367,158442
905,1,398,123845
906,2,362,19364
907,3,130,131548
908,1,428,115491
909,1,234,30652
910,2,190,90829
911,3,245,36014
912,2,315,275431
913,1,4,23966
914,2,186,141771
915,3,333,266033
916,2,9,44804
917,3,481,203685
918,1,262,181298
919,3,152,181752
920,1,279,240473
921,2,76,226265
922,3,213,205361
923,1,120,30496
924,2,34,238284
925,2,305,251434
926,2,352,199523
927,3,420,10870
928,2,416,165478
929,2,46,259464
930,1,253,230525
931,1,250,154594
932,1,338,28770
933,1,101,127403
934,2,202,233327
935,1,3,26858
936,1,377,87439
937,3,170,22663
938,2,220,204542
939,2,403,205658
940,1,219,11613
941,1,227,80842
942,1,29,43589
943,2,226,241477
944,3,463,15512
945,1,231,57698
946,3,371,217767
947,1,229,183321
948,2,272,113713
949,3,359,236995
950,3,97,204665
951,1,21,234224
952,1,404,256085
953,2,232,93009
954,3,8,31007
955,3,374,249881
956,2,143,203909
957,2,180,32100
958,3,295,113778
959,2,377,40962
960,2,431,5597
961,1,472,211624
962,1,374,179869
963,2,61,106643
964,2,192,70373
965,3,80,8210
966,3,156,191209
967,2,47,100572
968,1,340,58539
969,3,301,114275
970,1,460,78971
971,1,333,253344
972,3,29,26671
973,2,410,13626
974,1,347,163959
975,1,115,178802
976,1,479,39516
977,2,377,255862
978,1,33,79878
979,2,178,81639
980,2,227,68320
981,1,485,43832
982,1,181,94838
983,1,140,270976
984,3,228,87475
985,2,261,117913
986,3,29,161158
987,3,285,266475
988,1,297,273081
989,1,206,114084
990,2,122,67351
991,1,70,152548
992,3,163,131490
993,3,233,70203
994,3,470,61370
995,3,104,82730
996,1,113,196111
997,1,326,170900
998,2,253,247550
999,1,27,222146
1000,1,208,187730
1001,3,325,196713
1002,1,475,261151
1003,1,332,136124
1004,2,24,199757
1005,1,327,29186
1006,1,374,161857
1007,1,426,186275
1008,2,89,109337
1009,1,44,223148
1010,3,438,252665
1011,1,159,9607
1012,3,248,41045
1013,3,488,97480
1014,1,47,184154
1015,2,230,183548
1016,1,8,276559
1017,1,492,266195
1018,3,473,128256
1019,1,137,86031
1020,2,424,68522
1021,2,329,127695
1022,1,5,194379
1023,3,272,16322
1024,3,374,128776
1025,3,192,96499
1026,1,362,261596
1027,3,22,221636
1028,2,60,145242
1029,1,75,46826
1030,1,297,26750
1031,2,357,234686
1032,2,218,233079
1033,1,419,48255
1034,3,407,136986
1035,2,328,49147
1036,3,340,141970
1037,1,3,105563
1038,2,432,187592
1039,2,384,192610
1040,2,419,148680
1041,2,231,189533
1042,3,322,118253
1043,1,307,129105
1044,2,424,111267
1045,1,86,52688
1046,1,150,273075
1047,1,57,30043
1048,1,44,277578
1049,1,228,19914
1050,2,39,81477
1051,1,93,273396
1052,2,139,174662
1053,1,61,127577
1054,2,209,99830
1055,1,309,184629
1056,1,55,249370
1057,1,268,240477
1058,1,6,173349
1059,2,46,251223
1060,3,258,52439
1061,2,497,17549
1062,2,39,131554
1063,2,469,217038
1064,2,5,28964
1065,2,368,233772
1066,1,198,163321
1067,3,51,180242
1068,3,160,47090
1069,2,318,67659
1070,1,459,31678
1071,1,290,211125
1072,3,23,272735
1073,2,264,73044
1074,2,286,221418
1075,2,490,74593
1076,3,274,85553
1077,3,194,142979
1078,2,380,243870
1079,2,487,88341
1080,1,331,175636
1081,1,194,178955
1082,1,67,23520
1083,1,477,160356
1084,3,79,160070
1085,2,203,44197
1086,3,64,151089
1087,2,500,232755
1088,1,195,265520
1089,2,228,178758
1090,3,325,120961
1091,2,177,191714
1092,1,429,227837
1093,1,31,262804
1094,1,286,166966
1095,1,188,186053
1096,3,444,244160
1097,2,242,274061
1098,3,415,84834
1099,2,130,119380
1100,1,312,177857
1101,3,415,234054
1102,3,257,83320
1103,1,440,75123
1104,2,360,389
1105,2,86,63850
1106,2,442,244699
1107,1,499,182622
1108,2,122,97873
1109,3,197,32303
1110,2,386,79741
1111,1,436,21878
1112,2,191,158571
1113,2,366,219025
1114,2,130,52688
1115,1,27,160815
1116,2,127,239898
1117,1,4,27941
1118,1,316,50735
1119,1,437,120079
1120,1,425,237216
1121,2,396,79191
1122,2,105,163354
1123,2,356,106116
1124,1,470,271402
1125,2,436,276064
1126,1,60,154457
1127,2,476,36203
1128,2,348,270976
1129,2,200,183670
1130,3,46,121695
1131,1,447,109445
1132,2,209,264788
1133,2,33,118372
1134,3,158,125837
1135,2,60,155477
1136,1,493,223312
1137,1,252,60011
1138,1,347,119315
1139,3,256,204345
1140,1,85,194121
1141,3,68,96057
1142,1,213,161373
1143,3,304,142357
1144,1,442,267654
1145,2,470,1086
1146,3,289,224203
1147,1,347,231051
1148,2,355,46091
1149,3,146,168040
1150,2,139,49568
1151,1,307,111055
1152,3,196,241119
1153,3,131,247687
1154,3,322,156820
1155,3,55,275832
1156,1,168,9599
1157,2,445,84818
1158,3,462,237395
1159,2,61,263225
1160,1,397,241800
1161,3,243,267677
1162,3,85,247648
1163,2,29,164230
1164,3,409,237029
1165,2,427,118368
1166,1,460,29985
1167,2,159,91151
1168,1,16,194154
1169,2,104,184661
1170,1,98,198451
1171,2,263,157456
1172,2,231,90305
1173,3,336,127958
1174,3,459,186972
1175,1,364,194122
1176,2,329,167112
1177,2,265,261958
1178,2,363,238566
1179,2,200,40385
1180,3,17,165049
1181,3,152,264080
1182,3,391,193080
1183,2,394,229190
1184,3,196,24574
1185,2,267,271836
1186,3,411,90305
1187,3,423,78062
1188,2,420,265357
1189,1,180,232561
1190,2,469,210076
1191,3,91,153193
1192,3,430,256352
1193,2,187,28042
1194,1,406,91048
1195,1,257,237270
1196,3,460,56617
1197,1,301,102561
1198,3,94,29502
1199,1,51,13273
1200,3,47,155288
1201,3,362,165939
1202,3,482,173204
1203,2,61,260923
1204,3,49,80344
1205,1,299,121074
1206,1,387,58501
1207,3,366,225083
1208,1,220,135233
1209,1,100,123275
1210,2,177,260468
1211,1,391,30279
1212,3,394,229009
1213,1,448,179122
1214,3,38,189071
1215,3,208,86901
1216,3,262,208749
1217,2,236,247516
1218,2,159,104765
1219,2,184,212157
1220,2,48,135074
1221,2,177,251255
1222,2,329,237353
1223,2,356,259845
1224,2,81,191209
1225,1,85,254517
1226,2,373,225825
1227,2,373,4486
1228,3,131,92903
1229,2,401,3999
1230,1,427,90728
1231,2,253,79770
1232,3,86,127407
1233,2,253,267424
1234,3,437,30010
1235,1,390,246867
1236,1,70,272652
1237,2,4,272359
1238,1,333,256317
1239,1,22,240805
1240,3,362,49758
1241,1,18,116942
1242,3,85,66262
1243,3,91,175268
1244,3,240,138017
1245,1,370,30834
1246,2,194,263166
1247,2,112,55960
1248,3,409,61421
1249,3,20,260687
1250,2,40,85105
1251,2,354,131615
1252,2,35,44879
1253,2,234,6635
1254,2,365,204798
1255,1,35,139166
1256,2,196,49025
1257,3,156,80003
1258,3,162,16773
1259,1,117,77572
1260,1,151,190687
1261,3,104,110463
1262,2,418,50676
1263,2,161,260860
1264,1,116,101029
1265,3,215,202226
1266,1,3,71194
1267,2,210,156827
1268,2,418,142480
1269,1,56,79796
1270,1,18,260223
1271,3,70,20437
1272,3,380,51999
1273,2,376,91177
1274,1,404,140976
1275,2,351,42803
1276,2,409,162324
1277,2,476,125635
1278,3,462,269519
1279,3,450,184693
1280,1,419,102785
1281,1,118,101355
1282,1,64,113475
1283,1,463,15390
1284,1,480,60808
1285,1,418,95419
1286,2,383,278671
1287,2,134,271497
1288,3,14,193689
1289,3,301,7874
1290,2,87,216462
1291,3,113,233686
1292,2,21,250201
1293,3,359,259159
1294,2,324,216628
1295,2,418,270153
1296,3,9,255119
1297,2,81,98322
1298,3,441,160721
1299,1,250,163125
1300,3,168,272439
1301,2,65,265402
1302,2,328,177176
1303,1,485,141274
1304,1,298,258107
1305,1,174,272791
1306,3,211,120511
1307,1,194,103237
1308,3,191,236585
1309,3,28,167167
1310,1,75,225063
1311,1,171,252972
1312,2,436,189529
1313,2,300,154102
1314,2,288,247035
1315,1,494,136251
1316,1,208,145775
1317,1,246,236988
1318,1,212,225948
1319,1,134,82930
1320,1,274,262465
1321,1,206,66858
1322,3,477,195618
1323,1,295,209804
1324,1,313,128478
1325,2,389,106347
1326,3,370,126397
1327,3,290,20043
1328,1,161,172921
1329,3,322,233451
1330,1,72,203469
1331,2,175,158304
1332,3,354,170460
1333,2,430,17888
1334,2,12,118747
1335,2,217,74878
1336,2,349,42302
1337,3,367,158029
1338,3,269,273241
1339,3,132,271134
1340,2,158,113563
1341,3,125,22317
1342,2,320,198537
1343,2,319,5419
1344,2,474,268265
1345,1,209,208185
1346,3,492,15352
1347,2,362,210805
1348,3,238,271166
1349,3,59,271728
1350,2,90,127403
1351,1,427,49100
1352,1,415,71471
1353,3,105,169129
1354,2,104,65997
1355,2,367,206112
1356,2,165,154282
1357,3,424,33994
1358,2,209,214847
1359,1,451,35145
1360,2,155,276519
1361,3,174,274288
1362,2,223,161649
1363,1,334,77459
1364,1,412,6264
1365,1,77,244880
1366,3,313,92703
1367,2,427,271005
1368,1,341,90920
1369,2,377,67890
1370,1,352,33505
1371,3,345,26568
1372,1,488,241424
1373,1,138,194962
1374,1,234,56463
1375,2,46,192453
1376,3,318,81599
1377,1,347,118405
1378,2,110,27769
1379,3,81,154174
1380,3,242,137907
1381,1,254,56455
1382,3,54,130963
1383,1,251,52856
1384,2,216,45173
1385,2,329,14371
1386,3,59,182872
1387,3,237,152056
1388,2,347,254560
1389,3,47,93601
1390,3,8,207591
1391,1,189,216388
1392,3,10,233023
1393,2,222,268040
1394,3,23,142788
1395,3,491,26143
1396,3,401,199714
1397,1,394,254084
1398,1,359,218038
1399,2,438,271514
1400,1,421,238582
1401,1,125,87214
1402,3,348,234676
1403,3,103,165022
1404,2,452,219044
1405,1,472,17347
1406,3,369,194796
1407,1,64,62019
1408,1,112,157784
1409,1,141,214840
1410,2,237,168644
1411,1,300,177011
1412,3,45,184761
1413,2,314,94507
1414,1,114,125037
1415,3,140,152179
1416,1,339,151784
1417,3,403,191940
1418,2,175,254675
1419,1,247,137321
1420,1,159,183342
1421,1,321,214963
1422,2,143,38768
1423,1,134,31171
1424,1,257,158877
1425,1,231,250926
1426,2,53,135889
1427,2,175,139465
1428,1,126,33067
1429,3,469,45832
1430,2,188,201263
1431,3,291,188751
1432,2,226,66891
1433,2,128,227156
1434,3,352,255230
1435,1,102,14889
1436,2,378,148300
1437,3,445,225325
1438,3,314,170814
1439,3,201,276840
1440,1,209,142014
1441,3,139,207061
1442,3,367,103102
1443,1,367,95540
1444,3,243,107438
1445,2,258,166214
1446,1,110,270372
1447,1,369,66708
1448,3,500,20598
1449,3,248,85309
1450,3,480,248077
1451,3,422,69163
1452,2,204,82401
1453,1,216,140286
1454,1,486,192873
1455,2,165,198250
1456,1,191,114459
1457,2,433,181914
1458,1,243,277848
1459,1,10,45867
1460,3,308,217778
1461,2,429,80715
1462,1,471,113625
1463,2,7,224622
1464,3,223,270107
1465,3,465,130896
1466,2,30,61461
1467,2,2,91552
1468,3,118,246044
1469,1,254,105471
1470,3,327,209418
1471,3,283,210868
1472,1,185,174319
1473,2,337,131650
1474,3,425,81980
1475,1,261,159993
1476,3,69,215042
1477,2,341,253963
1478,2,442,104552
1479,1,203,253707
1480,2,209,54240
1481,1,365,6645
1482,1,287,33475
1483,1,446,6880
1484,1,442,198970
1485,3,393,269734
1486,1,19,106884
1487,1,62,270461
1488,3,284,266656
1489,1,377,235029
1490,3,139,7117
1491,1,352,213709
1492,3,236,130977
1493,1,32,263041
1494,1,471,196267
1495,1,500,22670
1496,1,23,162427
1497,3,329,144483
