"id","book_id","user_id"
"156","2","231447"
"157","382","231447"
"158","395","231447"
"159","21","231447"
"160","357","231447"
"161","298","43497"
"162","232","43497"
"163","225","43497"
"164","494","43497"
"165","456","43497"
"166","279","159662"
"167","241","159662"
"168","344","159662"
"169","131","159662"
"170","370","159662"
"171","12","75911"
"172","443","75911"
"173","60","75911"
"174","61","75911"
"175","65","75911"
"176","307","205362"
"177","70","205362"
"178","374","205362"
"179","47","205362"
"180","112","205362"
"181","211","231775"
"182","162","231775"
"183","497","231775"
"184","104","231775"
"185","229","231775"
"186","364","39275"
"187","136","39275"
"188","393","39275"
"189","163","39275"
"190","496","39275"
"191","126","161250"
"192","412","161250"
"193","168","161250"
"194","105","161250"
"195","461","161250"
"196","299","265037"
"197","361","265037"
"198","90","265037"
"199","50","265037"
"200","181","265037"
"201","340","176059"
"202","440","176059"
"203","9","176059"
"204","379","176059"
"205","273","176059"
"206","103","147233"
"207","135","147233"
"208","332","147233"
"209","216","147233"
"210","188","147233"
"211","326","246569"
"212","81","246569"
"213","437","246569"
"214","138","246569"
"215","496","246569"
"216","105","82794"
"217","395","82794"
"218","79","82794"
"219","392","82794"
"220","333","82794"
"221","280","175095"
"222","106","175095"
"223","313","175095"
"224","373","175095"
"225","434","175095"
"226","116","125461"
"227","19","125461"
"228","13","125461"
"229","350","125461"
"230","37","125461"
"231","199","35301"
"232","349","35301"
"233","307","35301"
"234","351","35301"
"235","90","35301"
"236","210","237226"
"237","320","237226"
"238","167","237226"
"239","386","237226"
"240","365","237226"
"241","316","33956"
"242","392","33956"
"243","7","33956"
"244","355","33956"
"245","241","33956"
"246","176","21480"
"247","326","21480"
"248","387","21480"
"249","113","21480"
"250","346","21480"
"251","107","234739"
"252","431","234739"
"253","394","234739"
"254","121","234739"
"255","359","234739"
"256","255","142448"
"257","465","142448"
"258","325","142448"
"259","33","142448"
"260","126","142448"
"261","52","88058"
"262","36","88058"
"263","487","88058"
"264","243","88058"
"265","339","88058"
"266","246","239694"
"267","400","239694"
"268","426","239694"
"269","386","239694"
"270","375","239694"
"271","412","63319"
"272","47","63319"
"273","367","63319"
"274","211","63319"
"275","169","63319"
"276","55","44987"
"277","455","44987"
"278","454","44987"
"279","410","44987"
"280","340","44987"
"281","422","124881"
"282","325","124881"
"283","350","124881"
"284","343","124881"
"285","150","124881"
"286","219","45304"
"287","144","45304"
"288","394","45304"
"289","120","45304"
"290","302","45304"
"291","3","236244"
"292","111","236244"
"293","204","236244"
"294","311","236244"
"295","163","236244"
"296","280","8746"
"297","484","8746"
"298","152","8746"
"299","121","8746"
"300","263","8746"
"301","273","272312"
"302","201","272312"
"303","23","272312"
"304","316","272312"
"305","79","272312"
"306","438","51695"
"307","286","51695"
"308","378","51695"
"309","44","51695"
"310","142","51695"
"311","445","13260"
"312","124","13260"
"313","487","13260"
"314","187","13260"
"315","329","13260"
"316","297","79863"
"317","426","79863"
"318","19","79863"
"319","219","79863"
"320","32","79863"
"321","411","261638"
"322","376","261638"
"323","370","261638"
"324","280","261638"
"325","330","261638"
"326","439","93388"
"327","223","93388"
"328","192","93388"
"329","253","93388"
"330","349","93388"
"331","185","16716"
"332","324","16716"
"333","119","16716"
"334","196","16716"
"335","72","16716"
"336","471","161291"
"337","325","161291"
"338","471","161291"
"339","394","161291"
"340","139","161291"
"341","73","36865"
"342","346","36865"
"343","350","36865"
"344","140","36865"
"345","103","36865"
"346","138","272516"
"347","435","272516"
"348","266","272516"
"349","166","272516"
"350","53","272516"
"351","262","70585"
"352","244","70585"
"353","285","70585"
"354","260","70585"
"355","191","70585"
"356","61","79863"
"357","201","79863"
"358","337","79863"
"359","75","79863"
"360","69","79863"
"361","469","242322"
"362","178","242322"
"363","411","242322"
"364","60","242322"
"365","160","242322"
"366","244","185937"
"367","448","185937"
"368","324","185937"
"369","193","185937"
"370","325","185937"
"371","492","255048"
"372","180","255048"
"373","107","255048"
"374","277","255048"
"375","54","255048"
"376","389","3390"
"377","224","3390"
"378","24","3390"
"379","85","3390"
"380","440","3390"
"381","201","190294"
"382","94","190294"
"383","152","190294"
"384","175","190294"
"385","196","190294"
"386","65","33572"
"387","444","33572"
"388","210","33572"
"389","403","33572"
"390","327","33572"
"391","432","261638"
"392","468","261638"
"393","99","261638"
"394","335","261638"
"395","371","261638"
"396","250","163151"
"397","251","163151"
"398","336","163151"
"399","325","163151"
"400","61","163151"
"401","146","109049"
"402","259","109049"
"403","205","109049"
"404","146","109049"
"405","169","109049"
"406","15","245802"
"407","29","245802"
"408","232","245802"
"409","125","245802"
"410","258","245802"
"411","405","124881"
"412","257","124881"
"413","7","124881"
"414","197","124881"
"415","349","124881"
"416","270","141689"
"417","39","141689"
"418","367","141689"
"419","464","141689"
"420","386","141689"
"421","91","29160"
"422","231","29160"
"423","56","29160"
"424","223","29160"
"425","303","29160"
"426","83","13989"
"427","384","13989"
"428","118","13989"
"429","133","13989"
"430","255","13989"
"431","197","158174"
"432","24","158174"
"433","204","158174"
"434","159","158174"
"435","265","158174"
"436","284","237226"
"437","178","237226"
"438","447","237226"
"439","241","237226"
"440","261","237226"
"441","117","91731"
"442","188","91731"
"443","348","91731"
"444","48","91731"
"445","92","91731"
"446","113","72779"
"447","380","72779"
"448","427","72779"
"449","330","72779"
"450","300","72779"
"451","472","88480"
"452","27","88480"
"453","177","88480"
"454","86","88480"
"455","243","88480"
"456","180","85947"
"457","136","85947"
"458","309","85947"
"459","217","85947"
"460","138","85947"
"461","56","29231"
"462","295","29231"
"463","389","29231"
"464","301","29231"
"465","479","29231"
"466","113","205099"
"467","181","205099"
"468","292","205099"
"469","256","205099"
"470","1","205099"
"471","229","23434"
"472","321","23434"
"473","345","23434"
"474","227","23434"
"475","72","23434"
"476","195","117434"
"477","288","117434"
"478","246","117434"
"479","464","117434"
"480","341","117434"
"481","354","11909"
"482","454","11909"
"483","435","11909"
"484","358","11909"
"485","170","11909"
"486","4","262773"
"487","11","262773"
"488","44","262773"
"489","379","262773"
"490","43","262773"
"491","276","214054"
"492","308","214054"
"493","325","214054"
"494","65","214054"
"495","95","214054"
"496","380","270780"
"497","436","270780"
"498","23","270780"
"499","425","270780"
"500","479","270780"
"501","290","83586"
"502","389","83586"
"503","163","83586"
"504","92","83586"
"505","329","83586"
"506","90","43497"
"507","193","43497"
"508","259","43497"
"509","248","43497"
"510","215","43497"
"511","22","190402"
"512","411","190402"
"513","393","190402"
"514","54","190402"
"515","372","190402"
"516","282","175905"
"517","280","175905"
"518","89","175905"
"519","285","175905"
"520","147","175905"
"521","299","150749"
"522","473","150749"
"523","447","150749"
"524","222","150749"
"525","164","150749"
"526","1","153637"
"527","123","153637"
"528","29","153637"
"529","398","153637"
"530","8","153637"
"531","236","152276"
"532","434","152276"
"533","191","152276"
"534","361","152276"
"535","462","152276"
"536","309","158174"
"537","337","158174"
"538","186","158174"
"539","250","158174"
"540","276","158174"
"541","86","70758"
"542","378","70758"
"543","5","70758"
"544","490","70758"
"545","310","70758"
"546","53","116635"
"547","51","116635"
"548","386","116635"
"549","186","116635"
"550","310","116635"
"551","471","234927"
"552","459","234927"
"553","32","234927"
"554","244","234927"
"555","109","234927"
"556","276","35301"
"557","404","35301"
"558","87","35301"
"559","409","35301"
"560","120","35301"
"561","314","116342"
"562","389","116342"
"563","194","116342"
"564","70","116342"
"565","31","116342"
"566","261","244947"
"567","51","244947"
"568","20","244947"
"569","256","244947"
"570","4","244947"
"571","175","74671"
"572","224","74671"
"573","261","74671"
"574","162","74671"
"575","138","74671"
"576","107","224260"
"577","154","224260"
"578","39","224260"
"579","289","224260"
"580","50","224260"
"581","242","185348"
"582","153","185348"
"583","419","185348"
"584","384","185348"
"585","204","185348"
"586","70","82174"
"587","464","82174"
"588","423","82174"
"589","125","82174"
"590","336","82174"
"591","184","52109"
"592","406","52109"
"593","486","52109"
"594","295","52109"
"595","416","52109"
"596","7","2391"
"597","11","2391"
"598","227","2391"
"599","172","2391"
"600","291","2391"
"601","325","46107"
"602","329","46107"
"603","1","46107"
"604","153","46107"
"605","358","46107"
"606","366","43497"
"607","136","43497"
"608","383","43497"
"609","379","43497"
"610","89","43497"
"611","463","62446"
"612","188","62446"
"613","40","62446"
"614","446","62446"
"615","148","62446"
"616","153","217681"
"617","139","217681"
"618","258","217681"
"619","76","217681"
"620","34","217681"
"621","287","7862"
"622","193","7862"
"623","87","7862"
"624","113","7862"
"625","71","7862"
"626","388","25765"
"627","452","25765"
"628","188","25765"
"629","270","25765"
"630","386","25765"
"631","224","54809"
"632","229","54809"
"633","105","54809"
"634","264","54809"
"635","454","54809"
"636","444","244108"
"637","32","244108"
"638","211","244108"
"639","454","244108"
"640","258","244108"
"641","80","72673"
"642","115","72673"
"643","470","72673"
"644","73","72673"
"645","324","72673"
"646","238","251101"
"647","471","251101"
"648","235","251101"
"649","7","251101"
"650","371","251101"
"651","8","57890"
"652","178","57890"
"653","477","57890"
"654","57","57890"
"655","286","57890"
"656","314","216085"
"657","424","216085"
"658","92","216085"
"659","124","216085"
"660","377","216085"
"661","391","166488"
"662","250","166488"
"663","391","166488"
"664","364","166488"
"665","37","166488"
"666","224","107170"
"667","365","107170"
"668","224","107170"
"669","399","107170"
"670","474","107170"
"671","436","23033"
"672","208","23033"
"673","287","23033"
"674","304","23033"
"675","392","23033"
"676","334","262398"
"677","13","262398"
"678","78","262398"
"679","323","262398"
"680","488","262398"
"681","500","18602"
"682","81","18602"
"683","151","18602"
"684","363","18602"
"685","452","18602"
"686","319","85947"
"687","290","85947"
"688","270","85947"
"689","202","85947"
"690","82","85947"
"691","471","246569"
"692","481","246569"
"693","125","246569"
"694","326","246569"
"695","127","246569"
"696","423","104346"
"697","372","104346"
"698","376","104346"
"699","367","104346"
"700","129","104346"
"701","257","1300"
"702","26","1300"
"703","476","1300"
"704","428","1300"
"705","314","1300"
"706","285","85894"
"707","131","85894"
"708","48","85894"
"709","423","85894"
"710","437","85894"
"711","231","258522"
"712","498","258522"
"713","60","258522"
"714","24","258522"
"715","181","258522"
"716","332","216027"
"717","224","216027"
"718","356","216027"
"719","93","216027"
"720","275","216027"
"721","315","236244"
"722","231","236244"
"723","293","236244"
"724","495","236244"
"725","176","236244"
"726","332","159411"
"727","494","159411"
"728","342","159411"
"729","493","159411"
"730","233","159411"
"731","18","185937"
"732","360","185937"
"733","358","185937"
"734","107","185937"
"735","87","185937"
"736","392","74165"
"737","230","74165"
"738","246","74165"
"739","161","74165"
"740","15","74165"
"741","456","23033"
"742","13","23033"
"743","193","23033"
"744","304","23033"
"745","413","23033"
"746","330","140025"
"747","265","140025"
"748","64","140025"
"749","383","140025"
"750","76","140025"
"751","313","238936"
"752","423","238936"
"753","462","238936"
"754","310","238936"
"755","228","238936"
"756","381","151228"
"757","350","151228"
"758","247","151228"
"759","243","151228"
"760","184","151228"
"761","449","141689"
"762","390","141689"
"763","126","141689"
"764","243","141689"
"765","367","141689"
"766","314","1300"
"767","308","1300"
"768","54","1300"
"769","274","1300"
"770","267","1300"
"771","170","254098"
"772","167","254098"
"773","494","254098"
"774","46","254098"
"775","181","254098"
"776","373","25309"
"777","194","25309"
"778","486","25309"
"779","144","25309"
"780","496","25309"
"781","200","13989"
"782","465","13989"
"783","366","13989"
"784","492","13989"
"785","337","13989"
"786","383","65828"
"787","115","65828"
"788","454","65828"
"789","351","65828"
"790","378","65828"
"791","217","190651"
"792","339","190651"
"793","25","190651"
"794","80","190651"
"795","208","190651"
"796","67","116342"
"797","135","116342"
"798","305","116342"
"799","363","116342"
"800","152","116342"
"801","191","201674"
"802","425","201674"
"803","145","201674"
"804","482","201674"
"805","190","201674"
"806","349","157079"
"807","283","157079"
"808","57","157079"
"809","491","157079"
"810","111","157079"
"811","32","135017"
"812","426","135017"
"813","310","135017"
"814","353","135017"
"815","434","135017"
"816","213","163151"
"817","413","163151"
"818","341","163151"
"819","80","163151"
"820","29","163151"
"821","262","43555"
"822","324","43555"
"823","441","43555"
"824","431","43555"
"825","39","43555"
"826","256","98777"
"827","427","98777"
"828","112","98777"
"829","64","98777"
"830","211","98777"
"831","249","67874"
"832","358","67874"
"833","435","67874"
"834","170","67874"
"835","104","67874"
"836","388","119789"
"837","366","119789"
"838","390","119789"
"839","469","119789"
"840","191","119789"
"841","340","228613"
"842","212","228613"
"843","4","228613"
"844","458","228613"
"845","373","228613"
"846","395","125907"
"847","15","125907"
"848","119","125907"
"849","493","125907"
"850","139","125907"
"851","430","173026"
"852","217","173026"
"853","480","173026"
"854","472","173026"
"855","309","173026"
"856","160","33956"
"857","98","33956"
"858","87","33956"
"859","41","33956"
"860","250","33956"
"861","440","51695"
"862","429","51695"
"863","282","51695"
"864","453","51695"
"865","217","51695"
"866","451","159411"
"867","195","159411"
"868","61","159411"
"869","183","159411"
"870","211","159411"
"871","88","251915"
"872","435","251915"
"873","457","251915"
"874","142","251915"
"875","449","251915"
"876","326","175095"
"877","238","175095"
"878","70","175095"
"879","352","175095"
"880","200","175095"
"881","171","80920"
"882","92","80920"
"883","357","80920"
"884","379","80920"
"885","405","80920"
"886","214","153547"
"887","327","153547"
"888","357","153547"
"889","133","153547"
"890","236","153547"
"891","351","79863"
"892","130","79863"
"893","389","79863"
"894","393","79863"
"895","127","79863"
"896","148","206845"
"897","414","206845"
"898","133","206845"
"899","277","206845"
"900","170","206845"
"901","182","10319"
"902","308","10319"
"903","368","10319"
"904","205","10319"
"905","34","10319"
"906","115","224260"
"907","442","224260"
"908","437","224260"
"909","189","224260"
"910","412","224260"
"911","131","39275"
"912","307","39275"
"913","449","39275"
"914","216","39275"
"915","54","39275"
"916","176","120345"
"917","278","120345"
"918","480","120345"
"919","243","120345"
"920","418","120345"
"921","359","135574"
"922","229","135574"
"923","76","135574"
"924","120","135574"
"925","91","135574"
"926","239","10319"
"927","126","10319"
"928","101","10319"
"929","134","10319"
"930","203","10319"
"931","499","175303"
"932","434","175303"
"933","462","175303"
"934","490","175303"
"935","451","175303"
"936","113","143396"
"937","449","143396"
"938","280","143396"
"939","185","143396"
"940","186","143396"
"941","302","107170"
"942","401","107170"
"943","246","107170"
"944","106","107170"
"945","242","107170"
"946","147","233342"
"947","105","233342"
"948","201","233342"
"949","4","233342"
"950","256","233342"
"951","162","185574"
"952","410","185574"
"953","226","185574"
"954","371","185574"
"955","455","185574"
"956","291","141308"
"957","84","141308"
"958","159","141308"
"959","76","141308"
"960","221","141308"
"961","191","98584"
"962","183","98584"
"963","357","98584"
"964","234","98584"
"965","59","98584"
"966","164","189767"
"967","494","189767"
"968","51","189767"
"969","327","189767"
"970","461","189767"
"971","6","85894"
"972","78","85894"
"973","100","85894"
"974","298","85894"
"975","215","85894"
"976","168","186796"
"977","80","186796"
"978","110","186796"
"979","31","186796"
"980","451","186796"
"981","118","144369"
"982","448","144369"
"983","460","144369"
"984","285","144369"
"985","84","144369"
"986","393","201674"
"987","497","201674"
"988","332","201674"
"989","360","201674"
"990","219","201674"
"991","387","147715"
"992","454","147715"
"993","372","147715"
"994","175","147715"
"995","53","147715"
"996","146","120642"
"997","51","120642"
"998","154","120642"
"999","374","120642"
"1000","185","120642"
"1001","131","251752"
"1002","252","251752"
"1003","378","251752"
"1004","382","251752"
"1005","276","251752"
"1006","378","98057"
"1007","350","98057"
"1008","486","98057"
"1009","135","98057"
"1010","16","98057"
"1011","392","15947"
"1012","375","15947"
"1013","409","15947"
"1014","306","15947"
"1015","61","15947"
"1016","385","104159"
"1017","261","104159"
"1018","7","104159"
"1019","24","104159"
"1020","121","104159"
"1021","265","68739"
"1022","207","68739"
"1023","253","68739"
"1024","6","68739"
"1025","212","68739"
"1026","371","107170"
"1027","140","107170"
"1028","421","107170"
"1029","111","107170"
"1030","398","107170"
"1031","60","247351"
"1032","83","247351"
"1033","227","247351"
"1034","277","247351"
"1035","170","247351"
"1036","245","222996"
"1037","395","222996"
"1038","355","222996"
"1039","89","222996"
"1040","304","222996"
"1041","84","256334"
"1042","8","256334"
"1043","470","256334"
"1044","423","256334"
"1045","454","256334"
"1046","461","79766"
"1047","236","79766"
"1048","265","79766"
"1049","69","79766"
"1050","311","79766"
"1051","319","118668"
"1052","260","118668"
"1053","350","118668"
"1054","235","118668"
"1055","322","118668"
"1056","132","143396"
"1057","169","143396"
"1058","21","143396"
"1059","156","143396"
"1060","41","143396"
"1061","13","85894"
"1062","443","85894"
"1063","166","85894"
"1064","136","85894"
"1065","497","85894"
"1066","240","119919"
"1067","352","119919"
"1068","252","119919"
"1069","125","119919"
"1070","265","119919"
"1071","392","129053"
"1072","62","129053"
"1073","493","129053"
"1074","383","129053"
"1075","460","129053"
"1076","212","43555"
"1077","117","43555"
"1078","229","43555"
"1079","181","43555"
"1080","475","43555"
"1081","67","79159"
"1082","474","79159"
"1083","119","79159"
"1084","14","79159"
"1085","204","79159"
"1086","235","149144"
"1087","25","149144"
"1088","255","149144"
"1089","146","149144"
"1090","301","149144"
"1091","375","190294"
"1092","442","190294"
"1093","464","190294"
"1094","147","190294"
"1095","182","190294"
"1096","322","125907"
"1097","49","125907"
"1098","71","125907"
"1099","165","125907"
"1100","459","125907"
"1101","67","10787"
"1102","99","10787"
"1103","222","10787"
"1104","312","10787"
"1105","9","10787"
"1106","303","268904"
"1107","286","268904"
"1108","238","268904"
"1109","106","268904"
"1110","284","268904"
"1111","151","251915"
"1112","219","251915"
"1113","264","251915"
"1114","327","251915"
"1115","18","251915"
"1116","314","185486"
"1117","40","185486"
"1118","157","185486"
"1119","258","185486"
"1120","370","185486"
"1121","5","262398"
"1122","98","262398"
"1123","368","262398"
"1124","214","262398"
"1125","307","262398"
"1126","294","159411"
"1127","255","159411"
"1128","326","159411"
"1129","193","159411"
"1130","135","159411"
"1131","298","140025"
"1132","425","140025"
"1133","427","140025"
"1134","351","140025"
"1135","462","140025"
"1136","99","98777"
"1137","87","98777"
"1138","188","98777"
"1139","491","98777"
"1140","54","98777"
"1141","363","72673"
"1142","168","72673"
"1143","348","72673"
"1144","383","72673"
"1145","433","72673"
"1146","125","144369"
"1147","134","144369"
"1148","342","144369"
"1149","219","144369"
"1150","256","144369"
"1151","83","94392"
"1152","108","94392"
"1153","127","94392"
"1154","369","94392"
"1155","93","94392"
"1156","394","147332"
"1157","433","147332"
"1158","475","147332"
"1159","82","147332"
"1160","258","147332"
"1161","380","247038"
"1162","39","247038"
"1163","395","247038"
"1164","62","247038"
"1165","239","247038"
"1166","292","67874"
"1167","94","67874"
"1168","14","67874"
"1169","417","67874"
"1170","317","67874"
"1171","380","11909"
"1172","106","11909"
"1173","17","11909"
"1174","168","11909"
"1175","374","11909"
"1176","429","14457"
"1177","279","14457"
"1178","295","14457"
"1179","194","14457"
"1180","484","14457"
"1181","3","112726"
"1182","480","112726"
"1183","500","112726"
"1184","232","112726"
"1185","193","112726"
"1186","456","247351"
"1187","261","247351"
"1188","388","247351"
"1189","310","247351"
"1190","339","247351"
"1191","77","112726"
"1192","175","112726"
"1193","12","112726"
"1194","459","112726"
"1195","294","112726"
"1196","395","75911"
"1197","239","75911"
"1198","333","75911"
"1199","323","75911"
"1200","24","75911"
"1201","421","271069"
"1202","430","271069"
"1203","318","271069"
"1204","36","271069"
"1205","327","271069"
"1206","270","23128"
"1207","153","23128"
"1208","36","23128"
"1209","294","23128"
"1210","382","23128"
"1211","288","193643"
"1212","432","193643"
"1213","154","193643"
"1214","253","193643"
"1215","191","193643"
"1216","26","106813"
"1217","194","106813"
"1218","3","106813"
"1219","218","106813"
"1220","409","106813"
"1221","137","25628"
"1222","281","25628"
"1223","219","25628"
"1224","140","25628"
"1225","401","25628"
"1226","373","106813"
"1227","453","106813"
"1228","349","106813"
"1229","361","106813"
"1230","22","106813"
"1231","441","79766"
"1232","339","79766"
"1233","381","79766"
"1234","385","79766"
"1235","166","79766"
"1236","421","141253"
"1237","352","141253"
"1238","6","141253"
"1239","65","141253"
"1240","100","141253"
"1241","4","61447"
"1242","361","61447"
"1243","237","61447"
"1244","485","61447"
"1245","141","61447"
"1246","426","185937"
"1247","449","185937"
"1248","262","185937"
"1249","310","185937"
"1250","164","185937"
"1251","10","231775"
"1252","20","231775"
"1253","181","231775"
"1254","285","231775"
"1255","467","231775"
"1256","138","96729"
"1257","6","96729"
"1258","44","96729"
"1259","42","96729"
"1260","455","96729"
"1261","415","144369"
"1262","30","144369"
"1263","384","144369"
"1264","62","144369"
"1265","378","144369"
"1266","494","107434"
"1267","257","107434"
"1268","60","107434"
"1269","386","107434"
"1270","75","107434"
"1271","88","67055"
"1272","84","67055"
"1273","286","67055"
"1274","233","67055"
"1275","162","67055"
"1276","258","125995"
"1277","19","125995"
"1278","34","125995"
"1279","285","125995"
"1280","71","125995"
"1281","404","125907"
"1282","45","125907"
"1283","258","125907"
"1284","265","125907"
"1285","493","125907"
"1286","170","57890"
"1287","121","57890"
"1288","200","57890"
"1289","466","57890"
"1290","55","57890"
"1291","368","209352"
"1292","491","209352"
"1293","456","209352"
"1294","46","209352"
"1295","23","209352"
"1296","157","25896"
"1297","287","25896"
"1298","346","25896"
"1299","461","25896"
"1300","444","25896"
"1301","27","98584"
"1302","204","98584"
"1303","251","98584"
"1304","495","98584"
"1305","222","98584"
"1306","232","200884"
"1307","283","200884"
"1308","107","200884"
"1309","284","200884"
"1310","376","200884"
"1311","408","79766"
"1312","294","79766"
"1313","148","79766"
"1314","383","79766"
"1315","344","79766"
"1316","208","105567"
"1317","287","105567"
"1318","170","105567"
"1319","287","105567"
"1320","72","105567"
"1321","285","134083"
"1322","397","134083"
"1323","208","134083"
"1324","408","134083"
"1325","236","134083"
"1326","58","276353"
"1327","268","276353"
"1328","90","276353"
"1329","143","276353"
"1330","388","276353"
"1331","323","6326"
"1332","407","6326"
"1333","120","6326"
"1334","416","6326"
"1335","244","6326"
"1336","82","10787"
"1337","166","10787"
"1338","80","10787"
"1339","308","10787"
"1340","418","10787"
"1341","373","9274"
"1342","444","9274"
"1343","440","9274"
"1344","68","9274"
"1345","274","9274"
"1346","391","214054"
"1347","94","214054"
"1348","485","214054"
"1349","33","214054"
"1350","421","214054"
"1351","17","255978"
"1352","432","255978"
"1353","143","255978"
"1354","164","255978"
"1355","401","255978"
"1356","5","219065"
"1357","78","219065"
"1358","4","219065"
"1359","177","219065"
"1360","446","219065"
"1361","229","31636"
"1362","392","31636"
"1363","282","31636"
"1364","237","31636"
"1365","472","31636"
"1366","231","188226"
"1367","342","188226"
"1368","440","188226"
"1369","189","188226"
"1370","403","188226"
"1371","256","173026"
"1372","201","173026"
"1373","355","173026"
"1374","150","173026"
"1375","398","173026"
"1376","379","216267"
"1377","336","216267"
"1378","51","216267"
"1379","193","216267"
"1380","118","216267"
"1381","116","243694"
"1382","401","243694"
"1383","429","243694"
"1384","228","243694"
"1385","420","243694"
"1386","51","217074"
"1387","470","217074"
"1388","153","217074"
"1389","441","217074"
"1390","364","217074"
"1391","495","265846"
"1392","364","265846"
"1393","493","265846"
"1394","483","265846"
"1395","443","265846"
"1396","63","25248"
"1397","269","25248"
"1398","242","25248"
"1399","421","25248"
"1400","233","25248"
"1401","127","23033"
"1402","188","23033"
"1403","162","23033"
"1404","14","23033"
"1405","364","23033"
"1406","294","141689"
"1407","459","141689"
"1408","163","141689"
"1409","156","141689"
"1410","315","141689"
"1411","351","153627"
"1412","50","153627"
"1413","249","153627"
"1414","423","153627"
"1415","1","153627"
"1416","495","151472"
"1417","20","151472"
"1418","175","151472"
"1419","43","151472"
"1420","85","151472"
"1421","216","219065"
"1422","86","219065"
"1423","154","219065"
"1424","352","219065"
"1425","417","219065"
"1426","198","233342"
"1427","455","233342"
"1428","261","233342"
"1429","107","233342"
"1430","330","233342"
"1431","225","274758"
"1432","424","274758"
"1433","262","274758"
"1434","57","274758"
"1435","229","274758"
"1436","326","109049"
"1437","443","109049"
"1438","60","109049"
"1439","55","109049"
"1440","309","109049"
"1441","478","241265"
"1442","201","241265"
"1443","87","241265"
"1444","206","241265"
"1445","428","241265"
"1446","403","80920"
"1447","103","80920"
"1448","228","80920"
"1449","313","80920"
"1450","356","80920"
"1451","398","30571"
"1452","305","30571"
"1453","395","30571"
"1454","283","30571"
"1455","28","30571"
"1456","41","27401"
"1457","321","27401"
"1458","327","27401"
"1459","9","27401"
"1460","365","27401"
"1461","246","167497"
"1462","373","167497"
"1463","35","167497"
"1464","108","167497"
"1465","257","167497"
"1466","348","102602"
"1467","394","102602"
"1468","277","102602"
"1469","399","102602"
"1470","323","102602"
"1471","134","11957"
"1472","500","11957"
"1473","28","11957"
"1474","372","11957"
"1475","180","11957"
"1476","164","14331"
"1477","280","14331"
"1478","303","14331"
"1479","203","14331"
"1480","77","14331"
"1481","269","247631"
"1482","186","247631"
"1483","343","247631"
"1484","83","247631"
"1485","246","247631"
"1486","262","98777"
"1487","417","98777"
"1488","401","98777"
"1489","234","98777"
"1490","70","98777"
"1491","116","262398"
"1492","226","262398"
"1493","232","262398"
"1494","18","262398"
"1495","53","262398"
"1496","318","35301"
"1497","289","35301"
